linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,skills,total_experience_count,has_current_job_description,has_previous_job_description,profile_text,skills_list,skill_count
external_validation_index_274,purchase specialist,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Master of Science,Analytics (MS),Analytics,274,master s degree data analytics,2018,2019,purchase specialist,submit pos to vendors domestic international from southeast asia based on demands material andproduction schedules took care over items generating over m of yearly sales follow up with suppliers to ensure timely order fulfillment track order statuses and resolve any delays use sap microsoft tableau to analyze data identify trends and make data driven decisions forecast for the consumer demands based on the historical data for the essential products to optimize raw material planning and turnover to minimize wastes collaborate with logistics and inventory teams to streamline material handling and reduce operational delays communicate closely with sales managers marketing and suppliers to align demand forecasts with the company s objectives and promotions continuously monitor inventory rotation among locations md sc and il warehouses for market äôs need to enhance cost efficiency conduct research to understand customer preferences competitors and industry trends to identify opportunities for new products to generate new revenue of m develop strategies for launching including pricing positioning and marketing plans request and analyze quotes quality source and compare suppliers negotiate price terms and order products to ensure efficient stock supply in a timely manner assess the technical financial and operational feasibility of new product ideas including cost analysis manufacturing capabilities and market potential establish maintain strong relationships with suppliers to ensure timely and cost effective delivery of products,eastland food corporation,http://www.eastlandfood.com,food and beverage services,united states,"columbia, maryland, united states",2020-07-01T00:00:00Z,administrative analyst,,Gf Restaurant Group Inc.,13.9,"communication,r,microsoft excel,tableau,research,microsoft word,microsoft powerpoint,sql,rapidminer,python (programming language),teamwork,data analysis,statistics,big data,data analytics,data science,data mining,data visualization,selenium,quandl",4,1,0,purchase specialist purchase specialist submit pos to vendors domestic international from southeast asia based on demands material andproduction schedules took care over items generating over m of yearly sales follow up with suppliers to ensure timely order fulfillment track order statuses and resolve any delays use sap microsoft tableau to analyze data identify trends and make data driven decisions forecast for the consumer demands based on the historical data for the essential products to optimize raw material planning and turnover to minimize wastes collaborate with logistics and inventory teams to streamline material handling and reduce operational delays communicate closely with sales managers marketing and suppliers to align demand forecasts with the company s objectives and promotions continuously monitor inventory rotation among locations md sc and il warehouses for market äôs need to enhance cost efficiency conduct research to understand customer preferences competitors and industry trends to identify opportunities for new products to generate new revenue of m develop strategies for launching including pricing positioning and marketing plans request and analyze quotes quality source and compare suppliers negotiate price terms and order products to ensure efficient stock supply in a timely manner assess the technical financial and operational feasibility of new product ideas including cost analysis manufacturing capabilities and market potential establish maintain strong relationships with suppliers to ensure timely and cost effective delivery of products eastland food corporation administrative analyst,"communication, r, microsoft excel, tableau, research, microsoft word, microsoft powerpoint, sql, rapidminer, python (programming language), teamwork, data analysis, statistics, big data, data analytics, data science, data mining, data visualization, selenium, quandl",20
external_validation_index_275,unknown,Centreville,Virginia,United States,Unknown,Unknown,2020,Master of Science,Taxation (MS),Taxation,275,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_276,business analyst,Unknown,Unknown,Unknown,Research Assistant,American University,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,276,master s degree business analytics,2020,2023,business analyst,,brightly,https://www.brightlysoftware.com/,software development,united states,united states,2022-08-01T00:00:00Z,private equity analyst,conducted on fixed income portfolios specifically related to structured financing and alternative investments such as the us and europe clo managed created and provide documents for the investors,"Amberstone Co., Ltd.",6.7,"project management,tableu,r(programming language),korean,structured finance,alternative investment,marketing,advertising,consulting,event planning,business strategy,data analysis,î¶¨ïñúïπò,r,powerpoint,microsoft excel,microsoft access,lotus notes,microsoft access,microsoft word",6,0,1,business analyst business analyst brightly private equity analyst conducted on fixed income portfolios specifically related to structured financing and alternative investments such as the us and europe clo managed created and provide documents for the investors,"project management, tableu, r(programming language), korean, structured finance, alternative investment, marketing, advertising, consulting, event planning, business strategy, data analysis, î¶¨ïñúïπò, r, powerpoint, microsoft excel, microsoft access, lotus notes, microsoft word",19
external_validation_index_277,corporate partner head of colorado and commercial transactions,Denver,Colorado,United States,Coporate Counsel,Franklin Energy,2020,Master of Business Admin,Business Administration (MBA),Business Administration,277,doctor of law jd,2016,2020,corporate partner head of colorado and commercial transactions,,yohanan law,https://www.yohananlaw.com,law practice,united states,unknown,2024-11-01T00:00:00Z,coporate counsel,reviewing drafting and negotiating a wide range of commercial contracts ranging a few thousand to millions of dollars including but not limited to msas other types of services agreements it vendor management supplier agreements subcontract and teaming agreements and non disclosure agreements providing timely and comprehensive legal support to business with review of the rfps requirements and contract terms and conditions developing maintaining and improving contract templates and standard forms collaborating with business on developing effective risk mitigation strategies researching and keeping business informed of all applicable regulatory requirement pertinent to company äôs operations trade license requirements data privacy marketing laws conduct related research and provide practical legal guidance to ensure compliance working with other team members to develop and improve efficiency of legal processes including evaluation and implementation of legal solutions and workflows assisting with developing legal compliance and risk management policies procedures and processes provide training to business teams on legal issues that impact the company äôs operations,Franklin Energy,12.7,"contract drafting,risk management,legal compliance,negotiation,tenacious work ethic,interpersonal communication,public speaking,problem solving,microsoft office,customer service,microsoft word,powerpoint,teamwork,communication,kepner-tregoe",14,0,1,corporate partner head of colorado and commercial transactions corporate partner head of colorado and commercial transactions yohanan law coporate counsel reviewing drafting and negotiating a wide range of commercial contracts ranging a few thousand to millions of dollars including but not limited to msas other types of services agreements it vendor management supplier agreements subcontract and teaming agreements and non disclosure agreements providing timely and comprehensive legal support to business with review of the rfps requirements and contract terms and conditions developing maintaining and improving contract templates and standard forms collaborating with business on developing effective risk mitigation strategies researching and keeping business informed of all applicable regulatory requirement pertinent to company äôs operations trade license requirements data privacy marketing laws conduct related research and provide practical legal guidance to ensure compliance working with other team members to develop and improve efficiency of legal processes including evaluation and implementation of legal solutions and workflows assisting with developing legal compliance and risk management policies procedures and processes provide training to business teams on legal issues that impact the company äôs operations,"contract drafting, risk management, legal compliance, negotiation, tenacious work ethic, interpersonal communication, public speaking, problem solving, microsoft office, customer service, microsoft word, powerpoint, teamwork, communication, kepner-tregoe",15
external_validation_index_278,it crm product manager,Port Jefferson Station,New York,United States,Associate It Product Manager,American University,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,278,master s degree analytics,2020,2021,it crm product manager,,american university,http://american.edu,higher education,united states,"washington, district of columbia, united states",2024-07-01T00:00:00Z,associate it product manager,,American University,8.6,"mural digital workspace,dance,teaching,microsoft office,public speaking,microsoft powerpoint,microsoft word,research,customer service,microsoft excel,leadership,social media,business analysis,data analysis,rstudio,analytical skills,microsoft sql server,tableau,business statistics,product management",9,0,0,it crm product manager it crm product manager american university associate it product manager,"mural digital workspace, dance, teaching, microsoft office, public speaking, microsoft powerpoint, microsoft word, research, customer service, microsoft excel, leadership, social media, business analysis, data analysis, rstudio, analytical skills, microsoft sql server, tableau, business statistics, product management",20
external_validation_index_279,project manager and urban planner,Seoul,Unknown,United States,Project manager and Urban Planner,Korea Land and Housing Corporation,2020,Master of Science,Real Estate (MS),Real Estate,279,master s degree real estate,2018,2020,project manager and urban planner,,korea land and housing corporation,http://www.LH.or.kr,government relations,united states,south korea,2006-03-01T00:00:00Z,co founder,the trust was founded to build and sell or lease the commercial buildings i worked as the general supervisor and specifically controlled the floor plan and licenses,Trust,20.1,"project management,urban planning,civil engineer,í¥äî¶¨,cad,construction management,ms office,ms powerpoint,argus modeling(certified),bloomberg terminal,argus modeling",2,0,1,project manager and urban planner project manager and urban planner korea land and housing corporation co founder the trust was founded to build and sell or lease the commercial buildings i worked as the general supervisor and specifically controlled the floor plan and licenses,"project management, urban planning, civil engineer, í¥äî¶¨, cad, construction management, ms office, ms powerpoint, argus modeling(certified), bloomberg terminal, argus modeling",11
external_validation_index_280,project manager and urban planner,Seoul,Unknown,United States,Project manager and Urban Planner,Korea Land and Housing Corporation,2020,Master of Science,Real Estate (MS),Real Estate,280,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,project manager and urban planner,,0
external_validation_index_281,settlement processor,Washington,District of Columbia,United States,Settlement Processor,Lp Title,2020,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,281,doctor of law jd,2023,2027,settlement processor,,lp title llc,NA,unknown,united states,"washington, district of columbia, united states",2019-09-01T00:00:00Z,front desk receptionist,,The Showboat Hotel - Atlantic City,11.8,"receptionist duties,customer service,management,leadership,research,microsoft office,microsoft word,microsoft excel,microsoft powerpoint,public speaking,project management",5,0,0,settlement processor settlement processor lp title llc front desk receptionist,"receptionist duties, customer service, management, leadership, research, microsoft office, microsoft word, microsoft excel, microsoft powerpoint, public speaking, project management",11
external_validation_index_282,business intelligence analyst,Silver Spring,Maryland,United States,Business Intelligence Analyst,CGI,2020,Master of Science,Analytics (MS),Analytics,282,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,business intelligence analyst,,0
external_validation_index_283,senior accountant,Turnersville,New Jersey,United States,Staff Accountant,Figs,2020,Bachelor of Science,Accounting (BS),Accounting,283,master of business taxation data and analytics,2020,2021,senior accountant,,rhode skin,http://www.rhodeskin.com,retail,united states,"beverly hills, ca",2026-04-01T00:00:00Z,senior accountant,,FIGS,10.1,"data preparation,financial analysis,auditing,account reconciliation,tableau,alteryx,netsuite,presentation skills,financial audits,corporate tax,business analysis,data analysis,presentations,interpersonal skills,sales,team leadership,customer satisfaction,customer experience,customer engagement,budgeting & forecasting",10,0,0,senior accountant senior accountant rhode skin senior accountant,"data preparation, financial analysis, auditing, account reconciliation, tableau, alteryx, netsuite, presentation skills, financial audits, corporate tax, business analysis, data analysis, presentations, interpersonal skills, sales, team leadership, customer satisfaction, customer experience, customer engagement, budgeting & forecasting",20
external_validation_index_284,development department manager,Unknown,Unknown,Unknown,Development Department Manager,Asg Construction,2019,Master of Science,Real Estate (MS),Real Estate,284,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,development department manager,,0
external_validation_index_285,senior tax accountant,Alexandria,Virginia,United States,Tax Accountant 2,Kiewit,2020,Bachelor of Science,Accounting (BS),Accounting,285,doctor of law jd,2025,2028,senior tax accountant,,kiewit,http://kiewit.com,construction,united states,"omaha, nebraska, united states",2025-03-01T00:00:00Z,tax accountant,,Kiewit,8.7,microsoft excel,6,0,0,senior tax accountant senior tax accountant kiewit tax accountant,microsoft excel,1
external_validation_index_286,commercial account executive,Rego Park,New York,United States,Account Executive,Go To,2020,BS in Business Administration,Business Administration: Marketing (BSBA),Business Administration,286,bachelor äôs degree business administration,2016,2020,commercial account executive,,impact com,https://impact.com/,software development,united states,new york city metropolitan area,2026-04-01T00:00:00Z,senior account executive,attained over closed win rate via inbound passes managed and led a team of outbound bdrs to have each help hit over quota highest arr revenue out of ae at k for the month of june surpassed quota for q and for q ended year over ytd attainment ranked in top out of smb ae in performance,GoTo,12.3,"business intelligence tools,data sales,sales prospecting,lead qualification,smb,sales negotiation,team development,sales processes,hubspot,written communication,team leadership,microsoft excel,contract negotiation,cold calling,public speaking,editing,research,writing,english,teamwork",15,0,1,commercial account executive commercial account executive impact com senior account executive attained over closed win rate via inbound passes managed and led a team of outbound bdrs to have each help hit over quota highest arr revenue out of ae at k for the month of june surpassed quota for q and for q ended year over ytd attainment ranked in top out of smb ae in performance,"business intelligence tools, data sales, sales prospecting, lead qualification, smb, sales negotiation, team development, sales processes, hubspot, written communication, team leadership, microsoft excel, contract negotiation, cold calling, public speaking, editing, research, writing, english, teamwork",20
external_validation_index_287,ai process improvement architect,Sarasota,Florida,United States,Unknown,Unknown,2020,Master of Science,Analytics (MS) [Online],Analytics,287,master of science ms data analytics with a specialization in cybersecurity,0,0,ai process improvement architect,working as an independent business process improvement consultant on various engagements to include efficiency analysis and roadmap planning for a company expected to triple its revenue over the next year process automation development for business data ingestion processing and information presentation via etl processes and dashboards ä strategic ai integration developed custom ai prompt frameworks for automated data ingestion and information synthesis reducing manual processing time for clients ä efficiency architect engineered a year scalability roadmap for a high growth firm utilizing vibe coding base and ai assisted development to triple operational capacity ä custom app ecosystems built and deployed integrated apps using firebase android studio and google apps script to automate multi channel business data streams ä google workspace and mdm implementation,alex s sliding glass door repair llc,NA,unknown,united states,"sarasota, florida, united states",2024-03-01T00:00:00Z,program manager,óè managed the smooth implementation of over data center buildouts óè managed a company wide implementation of netsuite erp óè managed the first soc i soc ii and sox audits for the organization óè managed the development and implementation of fortispay into the rumble ecosystem óè managed the development and integration of odoo sales marketing and a custom cloud self service portal óè personally implemented virtual servers and data center infrastructure management software óè assisted in data analytics development for the company óè managed engineering and infrastructure projects using both waterfall and agile methodologies óè integrated jira and confluence agile work methodology of engineering into a seamless reporting process for project management and executive views without disrupting engineering workflow or requiring them to utilize other software óè business process improvement using bpmn and lucidchart,Rumble,43.5,"artificial intelligence (ai),base44,vibe coding,firebase,l-188,defense acquisition workforce improvement act (dawia),technical direction,key performance indicators,enterprise project management (epm),technology consulting,project documentation,microsoft 365,executive visibility,operations,business,information technology,netsuite,data analytics,service delivery,data strategies",16,1,1,ai process improvement architect ai process improvement architect working as an independent business process improvement consultant on various engagements to include efficiency analysis and roadmap planning for a company expected to triple its revenue over the next year process automation development for business data ingestion processing and information presentation via etl processes and dashboards ä strategic ai integration developed custom ai prompt frameworks for automated data ingestion and information synthesis reducing manual processing time for clients ä efficiency architect engineered a year scalability roadmap for a high growth firm utilizing vibe coding base and ai assisted development to triple operational capacity ä custom app ecosystems built and deployed integrated apps using firebase android studio and google apps script to automate multi channel business data streams ä google workspace and mdm implementation alex s sliding glass door repair llc program manager óè managed the smooth implementation of over data center buildouts óè managed a company wide implementation of netsuite erp óè managed the first soc i soc ii and sox audits for the organization óè managed the development and implementation of fortispay into the rumble ecosystem óè managed the development and integration of odoo sales marketing and a custom cloud self service portal óè personally implemented virtual servers and data center infrastructure management software óè assisted in data analytics development for the company óè managed engineering and infrastructure projects using both waterfall and agile methodologies óè integrated jira and confluence agile work methodology of engineering into a seamless reporting process for project management and executive views without disrupting engineering workflow or requiring them to utilize other software óè business process improvement using bpmn and lucidchart,"artificial intelligence (ai), base44, vibe coding, firebase, l-188, defense acquisition workforce improvement act (dawia), technical direction, key performance indicators, enterprise project management (epm), technology consulting, project documentation, microsoft 365, executive visibility, operations, business, information technology, netsuite, data analytics, service delivery, data strategies",20
external_validation_index_288,business analyst,New Delhi,Unknown,India,Business Analyst,Avant Systems Inc,2020,Master of Science,Accounting (MS),Accounting,288,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,business analyst,,0
external_validation_index_289,director operations and member services,Allison Park,Pennsylvania,United States,Associate Director Of Operations,America's Poison Centers,2020,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,289,bachelor of science bs business administration and management general,2016,2020,director operations and member services,,america s poison centers,poisonhelp.org,"health, wellness & fitness",united states,unknown,2025-07-01T00:00:00Z,associate director of operations,,America's Poison Centers,11.5,"customer relationship management (crm),marketing,member relations,website administration,content management,newsletters,communication,microsoft office,data analysis,microsoft excel,writing",7,0,0,director operations and member services director operations and member services america s poison centers associate director of operations,"customer relationship management (crm), marketing, member relations, website administration, content management, newsletters, communication, microsoft office, data analysis, microsoft excel, writing",11
external_validation_index_290,unknown,Montclair,New Jersey,United States,Unknown,Unknown,2020,Master of Science,Real Estate (MS),Real Estate,290,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_291,unknown,Montclair,New Jersey,United States,Unknown,Unknown,2020,Master of Science,Real Estate (MS),Real Estate,291,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_292,unknown,Bethesda,Maryland,United States,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Marketing: Self-Designed (BSBA),Business Administration,292,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_293,unknown,Bethesda,Maryland,United States,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Marketing: Self-Designed (BSBA),Marketing,293,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_294,junior analyst,Auckland,Unknown,New Zealand,Assistant Director Of Development,Hylton Performing Arts Center,2020,BS in Business Administration,Business Administration & Dance (BSBA),Dance,294,bachelor of arts ba business and economics,0,0,junior analyst,,cojourn companies,http://cojourn.com,investment management,united states,unknown,2024-09-01T00:00:00Z,analyst intern,,Cojourn Companies,1.8,"sales operations,billing systems,management,hospitality industry,hospitality,customer experience,leadership,track and field,team leadership,team building,fitness,running,adobe photoshop,adobe lightroom,photography,digital photography,portrait photography,event photography,photo shoots,photojournalism",2,0,0,junior analyst junior analyst cojourn companies analyst intern,"sales operations, billing systems, management, hospitality industry, hospitality, customer experience, leadership, track and field, team leadership, team building, fitness, running, adobe photoshop, adobe lightroom, photography, digital photography, portrait photography, event photography, photo shoots, photojournalism",20
external_validation_index_295,tax logic qa lead accounting strategist,Palo Alto,California,United States,Director Of Brand Partnerships,Playlayer,2020,BS in Business Administration,Business Administration: Entrepreneurship (BSBA),Business Administration,295,bachelor of science bs business administration with a focus in entrepreneurship,0,0,tax logic qa lead accounting strategist,juno is an ai powered tax platform that automates document extraction validation and integration across professional tax software to improve accuracy and efficiency for accountants and cpas lead tax technical qa and accounting strategy for an ai powered tax platform supporting multiple professional tax software systems proconnect lacerte ultratax drake cch axcess design and execute large scale sanitized client testing including joint returns multi state scenarios and tax logic correct maximum document sets validate irs form extraction box level mapping and downstream tax software integrations to ensure compliance and accuracy across platforms own end to end qa workflows spanning preparer üí export üí reviewer üí advisor systems translate complex tax logic failures into actionable dev tickets sprint plans and phased qa rollouts by form type build and formalize the qa function including audit flowcharts reporting standards and hiring plans for cpa qa staff partner closely with engineering product and leadership to reduce production risk and improve tax accuracy ahead of filing deadlines,juno,https://juno.tax/,software development,united states,unknown,2025-08-01T00:00:00Z,strategic finance governance consultant tech startups äì crypto web ai,advise founders and early stage technology startups on financial structuring governance frameworks treasury management and operational scaling with a focus on crypto web and ai driven business models support the design and implementation of capital allocation strategies contributor compensation models and financial controls across both traditional and decentralized organizations partner with external stakeholders including agencies and legal counterparts to structure and negotiate complex commercial partnership and revenue agreements translate complex financial governance and systems concepts into practical scalable operating models aligned with evolving regulatory and market environments,Rebecca Lamis Consulting,7.9,"tax accounting,accounting & tax strategy,ai-driven financial systems,financial systems,accounting software,quality assurance,treasury management,governance,risk management,and compliance (grc),start-up consulting,process design,data validation,cross-functional team leadership,crypto,digital asset management,artificial intelligence (ai),tax compliance,tax reporting,governance frameworks",8,1,1,tax logic qa lead accounting strategist tax logic qa lead accounting strategist juno is an ai powered tax platform that automates document extraction validation and integration across professional tax software to improve accuracy and efficiency for accountants and cpas lead tax technical qa and accounting strategy for an ai powered tax platform supporting multiple professional tax software systems proconnect lacerte ultratax drake cch axcess design and execute large scale sanitized client testing including joint returns multi state scenarios and tax logic correct maximum document sets validate irs form extraction box level mapping and downstream tax software integrations to ensure compliance and accuracy across platforms own end to end qa workflows spanning preparer üí export üí reviewer üí advisor systems translate complex tax logic failures into actionable dev tickets sprint plans and phased qa rollouts by form type build and formalize the qa function including audit flowcharts reporting standards and hiring plans for cpa qa staff partner closely with engineering product and leadership to reduce production risk and improve tax accuracy ahead of filing deadlines juno strategic finance governance consultant tech startups äì crypto web ai advise founders and early stage technology startups on financial structuring governance frameworks treasury management and operational scaling with a focus on crypto web and ai driven business models support the design and implementation of capital allocation strategies contributor compensation models and financial controls across both traditional and decentralized organizations partner with external stakeholders including agencies and legal counterparts to structure and negotiate complex commercial partnership and revenue agreements translate complex financial governance and systems concepts into practical scalable operating models aligned with evolving regulatory and market environments,"tax accounting, accounting & tax strategy, ai-driven financial systems, financial systems, accounting software, quality assurance, treasury management, governance, risk management, and compliance (grc), start-up consulting, process design, data validation, cross-functional team leadership, crypto, digital asset management, artificial intelligence (ai), tax compliance, tax reporting, governance frameworks",20
external_validation_index_296,financial markets and real estate senior associate,Washington,District of Columbia,United States,Financial Markets And Real Estate Senior Associate,PwC,2020,Master of Science,Accounting (MS),Accounting,296,master of science ms accounting,2019,2020,financial markets and real estate senior associate,,pwc,https://www.pwc.com/gx/en,professional services,united states,"washington, district of columbia, united states",2022-07-01T00:00:00Z,financial markets associate,,PwC,7.3,"public speaking,leadership,excel,accounting,project management,microsoft powerpoint,customer service,problem solving,teamwork,team leadership,spanish",3,0,0,financial markets and real estate senior associate financial markets and real estate senior associate pwc financial markets associate,"public speaking, leadership, excel, accounting, project management, microsoft powerpoint, customer service, problem solving, teamwork, team leadership, spanish",11
external_validation_index_297,manager,Washington,District of Columbia,United States,Senior - Financial Accounting Advisory Services (Faas) - Cfo Advisor,EY,2020,Master of Science,Accounting (MS),Accounting,297,master of science ms accounting,2019,2020,manager,,ey,http://www.ey.com,professional services,united states,unknown,2025-08-01T00:00:00Z,senior financial accounting advisory services faas cfo advisor,,EY,9.8,"accounting,public speaking,economics,microsoft office,microsoft excel,leadership,teamwork,microsoft powerpoint,microsoft word,social media,team leadership,time management,business analytics,pivot tables,office 365,spreadsheets",11,0,0,manager manager ey senior financial accounting advisory services faas cfo advisor,"accounting, public speaking, economics, microsoft office, microsoft excel, leadership, teamwork, microsoft powerpoint, microsoft word, social media, team leadership, time management, business analytics, pivot tables, office 365, spreadsheets",16
external_validation_index_298,client associate,Washington,District of Columbia,United States,Client Associate,Merrill Lynch,2019,Bachelor of Science,Accounting (BS),Accounting,298,student business administration and management general,2016,2020,client associate,,merrill lynch,http://www.ml.com,financial services,united states,"washington, district of columbia, united states",2022-10-01T00:00:00Z,student athlete,ä received athletic scholarship to play collegiate volleyball ä devote hours a week practicing and competing while balancing academics ä motivate teammates to work through difficult situations in tough games and persevere by working hard with each other ä mentor younger players on the team to help transition them into college,American University - Kogod School of Business,9.8,"retirement planning,client relations,financial planning,financial advisory,customer service,time management,nonprofit organizations,organizational development,leadership,marketing,social media marketing,sports,sports management,volleyball,coaching,microsoft powerpoint,microsoft excel,social media,accounting,microsoft office",7,0,1,client associate client associate merrill lynch student athlete ä received athletic scholarship to play collegiate volleyball ä devote hours a week practicing and competing while balancing academics ä motivate teammates to work through difficult situations in tough games and persevere by working hard with each other ä mentor younger players on the team to help transition them into college,"retirement planning, client relations, financial planning, financial advisory, customer service, time management, nonprofit organizations, organizational development, leadership, marketing, social media marketing, sports, sports management, volleyball, coaching, microsoft powerpoint, microsoft excel, social media, accounting, microsoft office",20
external_validation_index_299,senior marketing associate communities energy infrastructure,Huntington,New York,United States,"Senior Marketing Associate, Defense & Intelligence",Guidehouse,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,299,bachelor of science b s business administration specialization in marketing and strategy,2016,2020,senior marketing associate communities energy infrastructure,,guidehouse,https://www.guidehouse.com,business consulting and services,united states,unknown,2026-01-01T00:00:00Z,senior marketing associate defense intelligence,,Guidehouse,9.8,"client relations,social media advertising,digital advertising,content strategy,kpi reporting,creative brainstorm,user guide creation,business development,podcasting,training program development,brand management,content development,research skills,brand strategy,copywriting,digital marketing,content management systems (cms),growth,reporting,client services",12,0,0,senior marketing associate communities energy infrastructure senior marketing associate communities energy infrastructure guidehouse senior marketing associate defense intelligence,"client relations, social media advertising, digital advertising, content strategy, kpi reporting, creative brainstorm, user guide creation, business development, podcasting, training program development, brand management, content development, research skills, brand strategy, copywriting, digital marketing, content management systems (cms), growth, reporting, client services",20
external_validation_index_300,data analyst office of institutional research and effectiveness,Washington,District of Columbia,United States,"Data Analyst, Office Of Institutional Research And Effectiveness","University of Colorado, Denver",2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,300,master of science ms information systems,0,0,data analyst office of institutional research and effectiveness,,university of colorado denver,http://ucdenver.edu,higher education,united states,"denver, colorado, united states",2023-05-01T00:00:00Z,pathways coordinator development analysis transfer student initiatives,,University of Colorado Denver,11.7,"matlab,pandas (software),python (programming language),logrhythm,jmp,microsoft power bi,tableau,sql,microsoft sql server,public speaking,research,nonprofit organizations,social media,microsoft office",13,0,0,data analyst office of institutional research and effectiveness data analyst office of institutional research and effectiveness university of colorado denver pathways coordinator development analysis transfer student initiatives,"matlab, pandas (software), python (programming language), logrhythm, jmp, microsoft power bi, tableau, sql, microsoft sql server, public speaking, research, nonprofit organizations, social media, microsoft office",14
